job link,job title,company name,location,work type,jd,requirement,posted time,thumbnail link
https://itviec.com/it-jobs/experienced-game-designer-ui-ux-mirai-labs-3043,Experienced Game Designer,Mirai Labs,"666, đường 3 Tháng 2, Phường 14, Quận 10, Thành phố Hồ Chí Minh, District 10, Ho Chi Minh",At office,"
Job description
As a Game Designer, you will be responsible for detailed design work on a project, writing, iterating, and implementing designs for features and mechanics, and delivering high-quality, balanced and scalable systems and player experiences. You will collaborate closely with the cross-functional team and other project designers, in refining concepts and ideas into tangible designs, prototypes and features, as well as Production leadership helping in articulating and establishing estimates, project scope and timelines. You will also own and spearhead game features directly, and work hands-on in cross-disciplinary teams while implementing Gameplay Features with Animators, Coders and other design disciplines.  What you’ll be doing:
Responsible for at least 2 major designs: Gameplay design (gameplay, combat, level), Balancing design (game system, progression, economy), System Design (feature design, UX,..). The gameplay system must be maintainable, expandable and comfortable to use and fun to user experience.
Design, implementation, tweaking and balancing of weapons and character abilities
Game camera, character movement and controls design
Design scoring, reward and social systems that support the core gameplay experience
A good grasp of gameplay and systems design, including player psychology, UX design and gameplay mechanics and dynamics
Some experience of using analytics, data and statistics to monitor game balance and behavior
Proficiency with the Unreal Engine and experience with Blueprints and scripting.
Write game design documents (GDD), manage GDD system & keep them up-to-date;
Research ideas from advisors and other teams; Collect data and feedbacks from users to improve the design; Conduct market research and test similar products

","
Your skills and experience

At least 1.5 years of experience in the game industry (especially mobile games);
Open-minded and fast learner, passionate about creating games (especially mobile games);
Creative thinking skills and good storytelling ability to make new Gameplay and address a diversity of game design matters;
A good knowledge and familiarity with the various game maker disciplines, coding, animation, game physics, 3D Art, etc.
Experience using Excel, Draw.io, Figma;
Knowledge in game balancing, UI/UX, successful game business models, monetization psychology and strategy, game reward systems, retention strategy;
Experience in calculating balance data for idle games;
Excellent communication and interpersonal skills;
Highly organized and analytical;
Solution-oriented and ability to work effectively under pressure;
An obsessive eye for details.

",2024-08-21 15:08:50,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK0VPUXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0efbeb706bd61134221095d49f66af5c482a63f0/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Mirai-Logo-1.png
https://itviec.com/it-jobs/senior-embedded-engineer-5gencare-viet-nam-4408,Senior Embedded Engineer,5GenCare Việt Nam,"4th floor, 70 Lu Gia, Ward 15, District 11, Ho Chi Minh",At office,"
Job description

Develop and enhance software for cutting-edge wireless and IoT products.
Work on software development in Android Linux and Embedded Linux environments.
Implement innovative technologies and features in new products.
Collaborate with hardware engineering teams and overseas factories to ensure seamless product integration.
Utilize software version control and process tools such as GIT, Jira, and Confluence.
Perform testing, debugging, and troubleshooting of embedded software.
Senior engineers will participate in design processes and provide guidance to junior team members.
","
Your skills and experience

Bachelor’s degree in Information Technology, Computer Engineering, or a related field.
3-5 years of experience in C programming on Linux platforms.
Proficiency in multi-threading, socket programming, and inter-process communication (IPC).
Ability to work independently with a proactive and positive attitude.
",2024-08-21 15:08:59,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNjVGT1E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--19dc893cf0fc12b24748e11ab171a4b96ae748b6/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2hKeVpYTnBlbVZmZEc5ZlptbDBXd2RwQWFvdyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--be8303cd58d898b976ab84bbfd3800ba60f90a5c/5gencare.jpeg
https://itviec.com/it-jobs/sub-project-manager-python-java-aws-yrglm-viet-nam-3945,"Sub Project Manager (Python,Java, AWS)",YRGLM Việt Nam,"308 Robot Tower, Dien Bien Phu, District 3, Ho Chi Minh",At office,"
Job description
 JOB SUMMARY: 
We will entrust you with the application development work of our marketing DX support service such as ""AD EBiS"" ""AdRepo"", ""New Product"" an advertising effectiveness measurement platform with the largest market share in the industry.
To MANAGE software development project including but not limited to project planning, project budgeting, resource management, risk management, quality management 
To CO-ORDINATE with Japan's IT or infra Department for infrastructure setup if requested: Development enviroment setting, Security Scan, Release Preparation etc..
To CO-ORDINATE with QC Team to define/tailoring software development process, Quality control Process to ensure high quality product base on Quantitative quality Standars ( ISO,CMM) 
To CO-ORDINATE with other project Stakeholder such as Requirement Definition Team, QC, CC etc. to make sure that the projects meet clients’ requirements.
To ORGANIZE a united team where all team members can communicate & contribute on assigned activities.
To PRODUCE activity reports for all operations of the team (daily, weekly & ad-hoc) 
To MAKE a development WBS and Schedule to ensure Delivery Product on time. 

","
Your skills and experience
※ We're wellcome all candiates who have highly motivated, ambitious, and responsible spirit and aspire to become PM or executive management candidates in the future!       The following skills and experience are required:Necessary:
University degree, preferably in IT field

More than 2 years of sub PM or team leader experience in a project with 5 or more members
Mastered at least one Project management methodology and is familiar with others (Waterfall/ Agile/ Scrum,...) 
Experience of at least one Software development lifecycle and is familiar with others 
Experience of monitoring project quality, risk management ・Master of at least one software development estimation method
Project QCD management, Problem solving skill
Communication skills (verbal, written) 
Plus Point:
Japanese Skill
Passion for services and corporate growth
System development experience with Japanese companies/joint project experience with Japanese engineers
Have experience of development experience using Python,Java, AWS

Have experience using database (MsSQL, PostgreSQL, MongoDB, ElasticSearch, etc.)
Education of project team members
High sense of organization and responsibility 

",2024-08-21 14:09:07,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK2tORWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7801e847d699eb8936bd527edcdd08472e92f4be/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/lockon-logo.png
https://itviec.com/it-jobs/devops-engineer-aws-english-required-ekino-vietnam-5338,"DevOps Engineer (AWS, English required)",ekino Vietnam,"The Emporium, 3rd Floor, 184 Le Dai Hanh, Ward 15, District 11, Ho Chi Minh city, District 11, Ho Chi Minh",Hybrid,"
Job description
Job SummaryAn AWS DevOps Engineer with expertise in cloud infrastructure, automation, and security. Responsibilities include designing, implementing, and maintaining scalable and secure AWS-based solutions, ensuring high availability and performance, and optimizing costs. The ability to collaborate effectively in a fast-paced environment is essential. Job description

Cloud Infrastructure: manage AWS services (EC2, S3, RDS, Lambda) with IaC tools (AWS CDK, Terraform CDK, Ansible, Chef, CloudFormation).

Automation and CI/CD: develop CI/CD pipelines (Jenkins, GitLab CI/CD) and automate deployments (Ansible, Puppet, Chef).

Performance and Scalability: optimize resources, implement auto-scaling, and conduct performance monitoring.

Security and Compliance: ensure security best practices and compliance (GDPR, HIPAA), manage encryption and DLP.

Backup and Disaster Recovery: design and test disaster recovery plans, ensuring business continuity with backups and high availability.

Monitoring and Incident Management: implement monitoring (ELK, Prometheus, Grafana) and manage incidents and system health.

Documentation and Communication: create technical documentation and SOPs; communicate updates to stakeholders.

Collaboration and Teamwork: work with cross-functional teams, mentor members, and participate in Agile methodologies (Scrum, Kanban).

","
Your skills and experience
Desired Skills and Experience
Bachelor's degree in Computer Science, Engineering, or related field
Proven experience with AWS services and DevOps tools. Hands-on experience with IaC tools (AWS CloudFormation, AWS CDK, TFCDK). Experience with CI/CD tools (Jenkins, GitLab CI/CD)
Capability in one or more of Python, Ruby, Groovy, and shell scripting
Knowledge of containerization and orchestration tools
Experience with performance tuning, scalability, and high availability architectures
Good communication in English
Problem-solving skills
Communication and collaboration skills: able to work independently and in a team environment. 
Nice-to-have skills:Preferred Qualifications: Certifications in AWS (AWS Certified DevOps Engineer, AWS Certified Solutions Architect) or similar.
",2024-08-21 14:09:16,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMDBFT2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--aecc640e9067432cc738d21a7f2769492d395213/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo-vietnam-square.png
https://itviec.com/it-jobs/java-developer-ant-international-5019,Java Developer,Ant International,"Saigon Centre, 67 Lê Lợi, P. Bến Nghé, District 1, Ho Chi Minh",At office,"
Job description
We are Ant International development team based on Vietnam, working on design, develop and maintain global Acquiring and E-Wallet products which offers 250+ payment methods in 150+ global markets. We have international offices in 20+ different countries. We are opening Software engineers job position, with this job, you have the opportunity to work for one of the biggest-valued Fintech in the world, co-working with other most famous international financial institution systems & banks to deliver the smoothly payment experience to customers; Job Description● Design solutions involving integration with multiple systems and services● Develop high volume, high performance, low latency and reliable mission critical applications● Write maintainable, robust, and testable code● Perform code and test case review● Implement processes, solutions or tools to improve software delivery and quality● Able to adopt latest software development trends and industry best practices
","
Your skills and experience
● Bachelor degree in computer science or relevant fields● Software development experience in the finance, payment or banking industry is preferred● Excellent communication, presentation and leadership skills● Excellent knowledge in Java and one other programming language● Excellent knowledge of Relational Databases, SQL and ORM technologies● Strong foundation in frameworks such as Spring, jUnit, etc. Hands on experience in designing and developing applications using Spring & web services technologies.● Good communication in Vietnamese and English are mandatory as the role requires working with Vietnamese and international teams.● Able to work in a fast paced and result driven environment
",2024-08-21 14:09:25,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNGVTVFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--460cb7234c507df7ffe7b1b26aca1497961fb483/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/ant_international_logo.jpg
https://itviec.com/it-jobs/qa-engineer-ant-international-4040,QA Engineer,Ant International,"Saigon Centre, 67 Lê Lợi, P. Bến Nghé, District 1, Ho Chi Minh",At office,"
Job description
Ant Group traces its roots back to Alipay, which was established in 2004. Today, we are a world-leading internet open platform. Through technological innovation, we support our partners to enable inclusive, convenient digital life and digital financial services for consumers and SMEs (small and micro-sized enterprises). We offer a wide range of digital financial services, including digital payments and digital banking. We are looking for a QA Engineer to join our expanding team. Responsibilities:• Understand functional and non-functional requirements of software product, design quality assurance and testing strategies for various different products;• Contribute to the planning and construction of a product system architecture, assess risks, resolve the design’s testability and address the system stability;• Innovate testing tools, testing technologies, testing platform, testing lifecycle of product R&D, improve the testing efficiency;• Involved in testing system setup, technology team planning, construction of testing technology platform;• Lead and design technology solution and architecture for system integration test, and push solution deployment and implementation;• Responsible for the system integration test in product deployment phase of the development lifecycle, ensure product go-live with high quality;• Research new technologies and new methods in testing domain, apply and promote them, improve industry influence
","
Your skills and experience
Requirements:• Have more than 3 years QA and QC experience in internet and traditional industries, went through large scale software development lifecycle, have rich experience in software development• Thorough knowledge of QA theory and methodology• Have systematic mindset and experience in software quality assurance, able to prototype and deploy software quality control strategy for a complex system;• Strong analysis and design skills, capable to develop testing framework and integrate solutions; have experience with RESTful API test, performance test, automation test, security test, black box and white box testing;• Have experience with programming languages, coding experience and code review, GIT or SVN.
",2024-08-21 14:09:33,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNGVTVFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--460cb7234c507df7ffe7b1b26aca1497961fb483/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/ant_international_logo.jpg
https://itviec.com/it-jobs/mobile-app-developer-panasonic-vietnam-group-panasonic-r-d-center-vietnam-prdcv-2303,Mobile App Developer,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),"Lotte Tower, 54 Lieu Giai, Ba Dinh, Ha Noi",At office,"
Job description
Quickly review the latest international standards (e.g., ISO, RFC) for mobile digital ID, design the architecture and implement clean, maintainable, high-quality code. You must be able to adapt swiftly to client change requests as well. Be prepared to travel globally for test events, collaborating and conducting tests with various device manufacturers
","
Your skills and experience
Must have
2+ years of Mobile application experience. (Java or Kotlin, Swift)
Strong knowledge of OOP and programming tools like Xcode, Android Studio, VS Code, git,…
Familiarity with RESTful APIs to connect to back-end services
Strong experience on caching, lazy loading, background threads, networking
Familiarity with MVVM, MVP, or Application architecture components
Eager to learn new framework, passionate in mobile software engineering and mobile products.
2. Nice to have
Experience in BLE, NFC (for data transfer)
Experience with data encryption, digital signature (symmetric cryptography, asymmetric cryptography, Hash, ...)
Experience working in an environment using Agile/Scrum
A graduate from Computer science/Informatics, Information System or Computer Engineering or equivalent from reputable university with minimum GPA 3.00 out of 4.00
Personal Qualifications:Creative thinking, hard work, enthusiasm, high responsibility in the work and willing to learn new things.

",2024-08-21 14:09:51,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMWJ1R2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d0aff84848fa56085dca2a499011eb6e49b58fd1/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo-min.png
https://itviec.com/it-jobs/bridge-system-engineer-php-java-rivercrane-vietnam-5822,Bridge System Engineer PHP/Java,RiverCrane Vietnam,"6F EBM Building,  685 Dien Bien Phu Street, Binh Thanh, Ho Chi Minh",At office,"
Job description
Làm cầu nối giữa khách hàng Nhật Bản và Team phát triển dự án phần mềm
Nắm bắt đầy đủ, chính xác, rõ ràng các yêu cầu dự án từ phía khách hàng Nhật Bản và truyền đạt đến team phát triển dự án.
Nắm bắt đầy đủ, chính xác các vấn đề dự án, báo cáo kịp thời và làm rõ vấn đề với phía khách hàng Nhật Bản.
Phân tích hệ thống, viết thiết kế cơ bản (basic design), thiết kế chi tiết (detail design).

","
Your skills and experience

>= 2 năm kinh nghiệm BSE (đã nêu ở Job Description).
>= 3 năm kinh nghiệm phát triển dự án với 1 trong 2 môi trường sau:
Java (kèm SpringMVC, Struts, Mybatis hoặc tương đương), MySQL.
PHP (Laravel), MySQL.


>= 2 năm phân tích hệ thống, viết thiết kế cơ bản (basic design), thiết kế chi tiết (detail design).
>=1 năm làm với lĩnh vực Web thương mại điện tử.
Bằng cấp tiếng Nhật hoặc kỹ năng tiếng Nhật tương đương N2.
Có kinh nghiệm quản lý dự án, team là một lợi thế lớn.
Có hiểu biết về Server, Linux là một lợi thế.

",2024-08-21 13:10:00,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNTdFRGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e8acc5cfe45f4572387d3dd2dce9411cf94f46ca/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/rivercrane-vietnam-logo.jpg
https://itviec.com/it-jobs/scrum-master-money-forward-vietnam-co-ltd-2706,Scrum Master,"MONEY FORWARD VIETNAM CO.,LTD","ETown Central Building, 11 Doan Van Bo, Ward 13, District 4, Ho Chi Minh",Hybrid,"
Job description
At Money Forward Vietnam (MFV), we are at the forefront of SaaS development, utilizing multi-cloud technology. A critical aspect of our strategy is developing our engineering team within a global framework. As part of the Money Forward Group, which is swiftly transitioning into a global tech leader, MFV is strategically positioned to enhance our engineering capabilities through focused investment. We are advancing our enterprise-level solutions, collaboratively developed by our teams in Vietnam and Japan. These solutions are initially targeted at Japanese companies with plans for future global expansion. To push this project forward, we are seeking a capable Scrum Master with practical Agile experience to work with our diverse engineering team, including Backend, Frontend, QA, and Product Owner. This role involves close collaboration with our Japanese team and driving product development toward sustained success in a multi-year journey and beyond. This position offers visibility to senior management in both Vietnam and Japan and represents a significant opportunity for career development as a senior manager. Responsibilities:- Execute Scrum Master responsibilities to coach and facilitate multiple teams following the Agile approach (Scrum ceremonies).- Ensure teams follow Agile principles of collaboration, prioritization, team accountability, and visibility.- Guarantee the delivery of product features on schedule while maintaining quality service for customers.- Collaborate with the Japan team to refine the development process, ensuring efficiency and best practices.- Serve as the primary liaison for project communications with stakeholders, managing expectations and updates. 
","
Your skills and experience
Must-have:- Degree in Information Technology, or equivalent experience.- 7+ years of working experience in the software industry (preferably with experience in B2B/SaaS product development).- Experience as a Scrum Master (or Project Manager) in an engineering team of 15+ members.- Working knowledge of Agile methodologies such as SCRUM, Kanban, SAFe, and their best practices.- Expertise in project management tools (such as JIRA, Asana, Confluence) is essential.- Professional working proficiency in English.- Experience in cross-departmental collaboration and leading R&D efforts to foster innovation in greenfield development and align product development with company goals. Nice-to-have:- PMP and Scrum Master certificates are desirable.- Experience in managing or developing SaaS applications and products.- Knowledge of Cloud environments, CI/CD, DevOps practices, and a strong grasp of security and compliance standards.- Cross-functional and innovative leadership.- Proficiency in Japanese to understand business requirements and customer needs. 
",2024-08-21 13:10:09,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOVVIRFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1ae7acc317bfb2f261c8b580725af2d56ae34b7e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/money-forward-vi-t-nam-logo.png
https://itviec.com/it-jobs/remote-game-developer-unity-3d-android-ios-goodia-viet-nam-3628,"Remote - Game Developer (Unity 3D, Android, iOS)",Goodia Việt Nam,"Tầng 10 Tòa nhà Miss Áo Dài, Số 21 đường Nguyễn Trung Ngạn, Phường Bến Nghé, District 1, Ho Chi Minh",Remote,"
Job description
Goodia VN cần tuyển dev có kinh nghiệm làm Hyper Casual game
Đảm bảo sản xuất đủ số lượng game theo thoã thuận (trao đổi khi phỏng vấn)
Sau khi code xong gameplay thì tiến hành quay video quảng cáo cho game ,dựa trên kịch bản được cung cấp (phần này có thể edit, chỉnh sửa code để phù hợp với kịch bản). Nếu game pass CPI thì sẽ tiến hành update thêm từ từ để thu hút player.
Sản xuất 1 - 2 Game/tháng.

","
Your skills and experience

Trên 3 năm kinh nghiệm làm game Unity 3D trên mobile
Có kinh nghiệm 1 mình làm 1 game (yêu cầu bắt buộc)
Yêu cầu làm 1~2 game/tháng,tùy thỏa thuận
Có thể trao đổi công việc /nhận task trong giờ hành chính khi cần
Chat bằng tiếng Anh qua ứng dụng slack để trao đổi công việc 
Tuổi : dưới 35
Nhận lương vào ngày 10 hàng tháng
CV tiếng Anh
Note: CV ghi rõ Những game đã làm+link game + mức lương mong đợi

",2024-08-21 13:10:17,https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNjhzREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--26027fdb69df7700db5611463b54493895daa74a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/goodia-vi-t-nam-logo.png
